Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-04-30 00:00:00-04:00,29.377735159664397,29.527153666290413,29.360495405914186,29.492671966552734,1631000,0.0,0.0
2014-05-01 00:00:00-04:00,29.61910403434147,29.62484988844314,29.446699912205677,29.463939666748047,1376100,0.0,0.0
2014-05-02 00:00:00-04:00,29.354745161304002,29.50990730632185,29.314515421508833,29.348997116088867,1210100,0.0,0.0
2014-05-05 00:00:00-04:00,29.142115313206766,29.228318465311705,29.00993875428649,29.222570419311523,1049600,0.0,0.0
2014-05-06 00:00:00-04:00,29.607612270023534,29.665079584135817,29.42371423417921,29.45244789123535,2093900,0.0,0.0
2014-05-07 00:00:00-04:00,29.067404603913705,29.199581146240234,29.021429010633025,29.199581146240234,1680300,0.0,0.0
2014-05-08 00:00:00-04:00,28.85477551305893,29.03867353191501,28.83753575886533,28.9007511138916,2439700,0.0,0.0
2014-05-09 00:00:00-04:00,28.894995011592354,28.975450098380925,28.808794072420326,28.923730850219727,1363600,0.0,0.0
2014-05-12 00:00:00-04:00,29.429459434746565,29.521408450625536,29.3604982208967,29.486928939819336,1472800,0.0,0.0
2014-05-13 00:00:00-04:00,29.544395882796017,29.596117340595292,29.45244686806813,29.521408081054688,1411900,0.0,0.0
2014-05-14 00:00:00-04:00,29.670825255766264,29.797253775140298,29.647837455066497,29.665077209472656,1239000,0.0,0.0
2014-05-15 00:00:00-04:00,30.188038123915618,30.211025925000566,30.032873754948287,30.101837158203125,2438400,0.0,0.0
2014-05-16 00:00:00-04:00,30.57307532824709,30.61330288298626,30.475378272282445,30.578821182250977,2750800,0.0,0.0
2014-05-19 00:00:00-04:00,30.61904470112176,30.67651419477223,30.509855951541407,30.59031105041504,1779100,0.0,0.0
2014-05-20 00:00:00-04:00,30.34895313494038,30.43515410802542,30.22252241039725,30.297231674194336,1663700,0.0,0.0
2014-05-21 00:00:00-04:00,30.3494335423458,30.384243174718968,30.215991454052617,30.25080108642578,1361000,0.5,0.0
2014-05-22 00:00:00-04:00,30.134776495975956,30.21600416989254,30.088362895537145,30.152183532714844,1127300,0.0,0.0
2014-05-23 00:00:00-04:00,30.03034206454098,30.146379381368757,30.018740324763165,30.11737060546875,1534700,0.0,0.0
2014-05-27 00:00:00-04:00,30.361043329181307,30.407456919012958,30.215997264463017,30.279815673828125,1055000,0.0,0.0
2014-05-28 00:00:00-04:00,30.546705817219127,30.552506686690908,30.4538764130776,30.529298782348633,1026400,0.0,0.0
2014-05-29 00:00:00-04:00,30.459681841451992,30.517699397763597,30.395861201572487,30.465482711791992,737900,0.0,0.0
2014-05-30 00:00:00-04:00,30.47708198184069,30.622128063556254,30.453876290819153,30.587318420410156,1003500,0.0,0.0
2014-06-02 00:00:00-04:00,30.64534063311074,30.656944587001828,30.42486993563593,30.55251121520996,1135000,0.0,0.0
2014-06-03 00:00:00-04:00,30.245019312011998,30.37846148454528,30.227612271609722,30.366857528686523,1341100,0.0,0.0
2014-06-04 00:00:00-04:00,30.33203652426526,30.349443559424053,30.175386487201767,30.291423797607422,3063200,0.0,0.0
2014-06-05 00:00:00-04:00,30.285621470704978,30.37264778940083,30.134772310468158,30.332035064697266,910700,0.0,0.0
2014-06-06 00:00:00-04:00,30.395857304881055,30.51769548545274,30.33783975600719,30.43647003173828,893200,0.0,0.0
2014-06-09 00:00:00-04:00,30.535104002046868,30.633734282562813,30.506095226202632,30.59892463684082,677500,0.0,0.0
2014-06-10 00:00:00-04:00,30.453874230270078,30.47127905066549,30.308828158368524,30.442270278930664,1046700,0.0,0.0
2014-06-11 00:00:00-04:00,30.181187961307742,30.262413410294013,30.157980057818097,30.186988830566406,872600,0.0,0.0
2014-06-12 00:00:00-04:00,30.453876917466378,30.459677787034238,30.22760316622293,30.291423797607422,1143500,0.0,0.0
2014-06-13 00:00:00-04:00,30.27401587857116,30.41325886623096,30.23920402504252,30.31462860107422,1094500,0.0,0.0
2014-06-16 00:00:00-04:00,30.239205148711395,30.25661218273624,30.1173669766748,30.175384521484375,1117400,0.0,0.0
2014-06-17 00:00:00-04:00,30.04773850115984,30.181180593809653,30.007125786580634,30.16957664489746,761400,0.0,0.0
2014-06-18 00:00:00-04:00,30.117358998132595,30.25080108642578,29.966512093652824,30.25080108642578,1857900,0.0,0.0
2014-06-19 00:00:00-04:00,30.419057101631132,30.43066105095844,30.186982541539077,30.204389572143555,1147600,0.0,0.0
2014-06-20 00:00:00-04:00,30.070954562449913,30.1231690268892,29.989726898013394,30.047746658325195,1139500,0.0,0.0
2014-06-23 00:00:00-04:00,29.943308594275802,29.983921313493756,29.856280074107495,29.966516494750977,1101400,0.0,0.0
2014-06-24 00:00:00-04:00,29.867892955889825,29.902704817012555,29.74605476180208,29.780866622924805,1532100,0.0,0.0
2014-06-25 00:00:00-04:00,29.618400309735346,29.746041530514937,29.600995493529723,29.72283363342285,1273100,0.0,0.0
2014-06-26 00:00:00-04:00,29.293509210821032,29.537185578844895,29.26449822233732,29.508176803588867,1884600,0.0,0.0
2014-06-27 00:00:00-04:00,29.519777748546193,29.577795293146803,29.409541315286592,29.56039047241211,807400,0.0,0.0
2014-06-30 00:00:00-04:00,29.339919845709836,29.53718259604912,29.31671194255758,29.47336196899414,1068200,0.0,0.0
2014-07-01 00:00:00-04:00,29.670619854293882,29.833070723267994,29.670619854293882,29.728639602661133,1066500,0.0,0.0
2014-07-02 00:00:00-04:00,29.978116160725413,30.047739857340993,29.943306525644676,30.012928009033203,1102000,0.0,0.0
2014-07-03 00:00:00-04:00,30.08255239116556,30.227598453250693,30.076751522502153,30.210193634033203,637100,0.0,0.0
2014-07-07 00:00:00-04:00,30.00712940660935,30.041939044318383,29.92590396765199,30.024534225463867,914700,0.0,0.0
2014-07-08 00:00:00-04:00,29.682240489610415,29.705448402003466,29.473373704529646,29.572006225585938,1660900,0.0,0.0
2014-07-09 00:00:00-04:00,29.59519241264326,29.728636714309314,29.53717488313993,29.72283363342285,908600,0.0,0.0
2014-07-10 00:00:00-04:00,29.125257885715744,29.374737359597088,29.10204997809239,29.357330322265625,1423000,0.0,0.0
2014-07-11 00:00:00-04:00,29.36313340578541,29.45596282305094,29.264500905000098,29.357330322265625,1192200,0.0,0.0
2014-07-14 00:00:00-04:00,29.775061489895723,29.821477301531004,29.624214528536495,29.635818481445312,910300,0.0,0.0
2014-07-15 00:00:00-04:00,29.821474288567135,29.896896655012718,29.653220308230086,29.792463302612305,1016400,0.0,0.0
2014-07-16 00:00:00-04:00,30.134766256954027,30.163777237252383,30.007127239194915,30.04193687438965,790700,0.0,0.0
2014-07-17 00:00:00-04:00,29.78666182242753,29.867887269689124,29.537182398279807,29.60680389404297,1127200,0.0,0.0
2014-07-18 00:00:00-04:00,29.624216167804953,29.705441629433622,29.484970938421636,29.65322494506836,2739400,0.0,0.0
2014-07-21 00:00:00-04:00,29.548786799086187,29.676428054282386,29.444353447239752,29.647417068481445,889300,0.0,0.0
2014-07-22 00:00:00-04:00,29.97812133237007,30.012933186683387,29.920103788408632,29.94331169128418,868200,0.0,0.0
2014-07-23 00:00:00-04:00,30.123171296064946,30.140578332083532,29.995532240219056,30.05935287475586,683000,0.0,0.0
2014-07-24 00:00:00-04:00,30.564105269650096,30.60471798850083,30.448067981550626,30.540897369384766,1399500,0.0,0.0
2014-07-25 00:00:00-04:00,30.709158692896867,30.738167468573483,30.54670777852564,30.64533805847168,994900,0.0,0.0
2014-07-28 00:00:00-04:00,31.126895281304666,31.179111968075,30.947037312822864,31.1326961517334,2070300,0.0,0.0
2014-07-29 00:00:00-04:00,31.405369900666024,31.428575585530915,31.260323857432315,31.266124725341797,1960000,0.0,0.0
2014-07-30 00:00:00-04:00,31.42857947892578,31.56202380287171,31.30094045006245,31.469194412231445,2039000,0.0,0.0
2014-07-31 00:00:00-04:00,31.184904671507336,31.25452616455867,30.96443402807953,30.976037979125977,1864800,0.0,0.0
2014-08-01 00:00:00-04:00,30.76717157750162,30.883208875835326,30.56410796533817,30.680145263671875,2385300,0.0,0.0
2014-08-04 00:00:00-04:00,31.202306912928513,31.202306912928513,30.894809981904693,31.155893325805664,1712800,0.0,0.0
2014-08-05 00:00:00-04:00,31.045664403149555,31.068872308928558,30.81359198504268,30.923826217651367,1621100,0.0,0.0
2014-08-06 00:00:00-04:00,30.749766301334386,30.889011499915178,30.72075753048803,30.830991744995117,1232900,0.0,0.0
2014-08-07 00:00:00-04:00,30.929627086470987,30.98764463353733,30.54670552144151,30.633731842041016,1294200,0.0,0.0
2014-08-08 00:00:00-04:00,30.627931653682555,30.74976983316765,30.4364697602966,30.743968963623047,1331500,0.0,0.0
2014-08-11 00:00:00-04:00,30.442268824886096,30.54670216872525,30.40165610375168,30.482881546020508,1316700,0.0,0.0
2014-08-12 00:00:00-04:00,30.558308598175763,30.80778804529332,30.51189500113612,30.755571365356445,1071200,0.0,0.0
2014-08-13 00:00:00-04:00,30.894809363673662,30.976034799433645,30.73815936046778,30.88320541381836,1152900,0.0,0.0
2014-08-14 00:00:00-04:00,31.469192602312695,31.573623724202896,31.440181621159006,31.498201370239258,1834200,0.0,0.0
2014-08-15 00:00:00-04:00,31.46919966199523,31.498208436429515,31.02825832297469,31.225521087646484,1465900,0.0,0.0
2014-08-18 00:00:00-04:00,31.271929811693994,31.329947347416883,31.202306112953988,31.295135498046875,929400,0.0,0.0
2014-08-19 00:00:00-04:00,31.23131153939421,31.318337827500468,31.190696615739213,31.248716354370117,901300,0.0,0.0
2014-08-20 00:00:00-04:00,31.213592529296875,31.301436555086305,31.102325366067788,31.213592529296875,1018000,0.5,0.0
2014-08-21 00:00:00-04:00,31.108172489575633,31.207729175137782,31.090604582579992,31.137453079223633,1135300,0.0,0.0
2014-08-22 00:00:00-04:00,31.412705645335894,31.46541161724954,31.196026531453807,31.219451904296875,791400,0.0,0.0
2014-08-25 00:00:00-04:00,31.564969118232558,31.71137435118546,31.506405684671453,31.58839225769043,957500,0.0,0.0
2014-08-26 00:00:00-04:00,31.39512947724338,31.535677209411308,31.377561569213867,31.377561569213867,958600,0.0,0.0
2014-08-27 00:00:00-04:00,31.52982384353578,31.58252980469747,31.430267146245455,31.48883056640625,2361300,0.0,0.0
2014-08-28 00:00:00-04:00,31.424421904755516,31.629388355521023,31.330722636696027,31.564971923828125,1807500,0.0,0.0
2014-08-29 00:00:00-04:00,31.646942484801524,31.71136111785319,31.51224999476879,31.658655166625977,1206500,0.0,0.0
2014-09-02 00:00:00-04:00,31.319010555849925,31.365861307770935,31.16675008004026,31.231168746948242,1239000,0.0,0.0
2014-09-03 00:00:00-04:00,31.70551164433055,31.758217608830662,31.570819120378307,31.67037582397461,1377400,0.0,0.0
2014-09-04 00:00:00-04:00,31.61766520064478,31.74650024624319,31.518108511718054,31.576669692993164,1200000,0.0,0.0
2014-09-05 00:00:00-04:00,31.512256896495874,31.635236731638862,31.424412880555955,31.629379272460938,887500,0.0,0.0
2014-09-08 00:00:00-04:00,31.137452743200996,31.32485342965058,31.108172153868978,31.1315975189209,892200,0.0,0.0
2014-09-09 00:00:00-04:00,31.219452662390996,31.219452662390996,31.043764595768316,31.12575340270996,765700,0.0,0.0
2014-09-10 00:00:00-04:00,31.26043471598221,31.377559306988445,31.131597442478775,31.359989166259766,1194700,0.0,0.0
2014-09-11 00:00:00-04:00,31.13745294255736,31.13745294255736,30.903205992435712,31.084749221801758,922400,0.0,0.0
2014-09-12 00:00:00-04:00,31.231162129082932,31.33071660486933,31.1316054193302,31.25458526611328,847300,0.0,0.0
2014-09-15 00:00:00-04:00,31.178455485600256,31.28972264447353,31.108179374133286,31.237016677856445,834300,0.0,0.0
2014-09-16 00:00:00-04:00,31.119893681200814,31.477122780893016,31.119893681200814,31.400991439819336,1215200,0.0,0.0
2014-09-17 00:00:00-04:00,31.42441040466779,31.52982232190398,31.336566395648987,31.3834171295166,1592100,0.0,0.0
2014-09-18 00:00:00-04:00,31.641090541512067,31.76992783006996,31.611809948830555,31.705509185791016,1376700,0.0,0.0
2014-09-19 00:00:00-04:00,31.66451978848266,31.711370529685617,31.594245910644528,31.59424591064453,1343900,0.0,0.0
2014-09-22 00:00:00-04:00,31.512259947347484,31.570821140999602,31.383422640553214,31.43027114868164,997100,0.0,0.0
2014-09-23 00:00:00-04:00,31.231164590718407,31.295581015087073,31.14332055954016,31.219451904296875,1548100,0.0,0.0
2014-09-24 00:00:00-04:00,31.09646981385403,31.272157876210517,31.049621302134405,31.219451904296875,1240000,0.0,0.0
2014-09-25 00:00:00-04:00,31.084759932306948,31.096470384977046,30.71581812213539,30.885648727416992,1627500,0.0,0.0
2014-09-26 00:00:00-04:00,31.037909911039275,31.1198964854451,30.891504675609845,31.078903198242188,877400,0.0,0.0
2014-09-29 00:00:00-04:00,30.235605784747904,30.30002443711794,30.118481165344775,30.194612503051758,1621500,0.0,0.0
2014-09-30 00:00:00-04:00,29.778822294449114,29.860811098145657,29.644129753611658,29.7963924407959,2014400,0.0,0.0
2014-10-01 00:00:00-04:00,29.67926789063794,29.737829088037774,29.363032063159284,29.380599975585938,2226100,0.0,0.0
2014-10-02 00:00:00-04:00,29.345456621829705,29.36888198836619,28.929666418653632,29.15220069885254,5464500,0.0,0.0
2014-10-03 00:00:00-04:00,29.55042355133452,29.64412278528143,29.46843700087672,29.521142959594727,3443800,0.0,0.0
2014-10-06 00:00:00-04:00,29.78467422259591,29.86080555204803,29.620701113590787,29.737823486328125,3992500,0.0,0.0
2014-10-07 00:00:00-04:00,29.790534442293847,29.831527726418017,29.532862051518148,29.544574737548828,1259800,0.0,0.0
2014-10-08 00:00:00-04:00,29.819814684420646,30.118482589721676,29.731972891188775,30.11848258972168,3777000,0.0,0.0
2014-10-09 00:00:00-04:00,29.737829779157188,29.80224843817401,29.368890205824265,29.40402603149414,2568700,0.0,0.0
2014-10-10 00:00:00-04:00,29.30446491882978,29.37473878824178,29.11120898548924,29.14048957824707,4375600,0.0,0.0
2014-10-13 00:00:00-04:00,29.73782462402366,29.83152386617787,29.5211455454107,29.538713455200195,1782900,0.0,0.0
2014-10-14 00:00:00-04:00,29.55041835534453,29.661687711943056,29.415725869852338,29.480144500732422,1933300,0.0,0.0
2014-10-15 00:00:00-04:00,29.28102753682751,29.322020796661857,28.578282429150626,29.07020378112793,3897900,0.0,0.0
2014-10-16 00:00:00-04:00,28.61928527565057,29.163912748987844,28.584149460574526,29.023365020751953,2811700,0.0,0.0
2014-10-17 00:00:00-04:00,29.204910698546673,29.421592018049093,29.11121145339862,29.392309188842773,2097800,0.0,0.0
2014-10-20 00:00:00-04:00,29.13463153853176,29.292749404907227,29.064357675909047,29.292749404907227,1293600,0.0,0.0
2014-10-21 00:00:00-04:00,29.433301528530937,29.573851508745328,29.4040209342264,29.538713455200195,1079200,0.0,0.0
2014-10-22 00:00:00-04:00,29.580122772310514,29.686590104941086,29.426337878695843,29.45591163635254,1220000,0.5,0.0
2014-10-23 00:00:00-04:00,29.964588945875903,29.99416270408039,29.810804049412702,29.840377807617188,2005600,0.0,0.0
2014-10-24 00:00:00-04:00,29.940930162645316,29.98233387695512,29.840378929702418,29.964590072631836,1238500,0.0,0.0
