,TSLA_SHEL,TSLA_JNJ,TSLA_XOM,TSLA_MSFT,TSLA_GOOG,TSLA_JPM,TSLA_TM,TSLA_AZN,SHEL_JNJ,SHEL_XOM,SHEL_MSFT,SHEL_GOOG,SHEL_JPM,SHEL_TM,SHEL_AZN,JNJ_XOM,JNJ_MSFT,JNJ_GOOG,JNJ_JPM,JNJ_TM,JNJ_AZN,XOM_MSFT,XOM_GOOG,XOM_JPM,XOM_TM,XOM_AZN,MSFT_GOOG,MSFT_JPM,MSFT_TM,MSFT_AZN,GOOG_JPM,GOOG_TM,GOOG_AZN,JPM_TM,JPM_AZN,TM_AZN
0,0.2627140265807488,0.5328665799802537,-0.6050841666623563,0.8566563891791406,0.6570727743333331,0.7629828281873461,0.4806325022938564,-0.25994119259648957,0.3336693801196743,0.38596553280772744,0.29783315684746486,0.591595076036424,0.394375597498202,0.7461967183568957,-0.13883564022964906,-0.179922372422829,0.5464641178811293,0.6278503446633046,0.6668333754010292,0.6002683010839481,-0.0015546066622991357,-0.5029105706952371,-0.13840895288090474,-0.29886383210755,0.03389841282485681,0.21429421124956397,0.7918336033003783,0.8995996216921219,0.5716773821932035,-0.2220336271724914,0.8152783272005378,0.8360829650888034,-0.3836933691109833,0.6516969112743104,-0.11290520222845121,-0.30621483481979866
1,0.8390331146681178,0.3781518693023855,0.7105291345436086,0.3397481335187829,0.781934048424617,0.38725868119730406,-0.6481328312343265,0.27423048431181163,0.294571051450698,0.7288587427155552,0.24906825006617578,0.8697552417661748,0.3361407500088884,-0.5678120789500654,0.19562350396790382,0.5616086715530805,0.8273386490678727,0.23884101913438707,0.7304359910168414,0.10106775695457676,0.7909012621974544,0.5470802171781524,0.5793299607639016,0.5435010106903696,-0.23999347576731792,0.4675457073400492,0.12698687932665748,0.7433718541554334,-0.06439611492889069,0.6297191113608903,0.2573911775191619,-0.4625381940536788,0.189602557458545,0.011265376157521875,0.4217219492122117,0.1309296083642696
2,-0.3161300086560423,-0.15318239683739332,-0.1577415248133087,0.7346179889834542,-0.6273114583466451,0.9387188698345197,-0.2298328481423003,-0.5080502001607261,0.3860126256303267,0.8983128901133351,0.17869700575458453,0.25378689357734946,-0.4008900022062249,0.22623288598875146,0.520164928844224,0.2641389400503726,0.14971830341215708,0.49236020894946286,-0.09743825205157959,0.3973873083916349,0.5065104085152048,0.27431409728253553,0.09191456183225094,-0.241789604914936,0.009095192995162316,0.3290174067670096,-0.28168046805631175,0.6748097444054005,0.028018425626823846,-0.2183731761844143,-0.5704672288811468,0.1398204311682231,0.3252570579207744,-0.16797418423501098,-0.4587350381781223,0.7435483214253531
3,0.122907514540442,-0.29729805296972167,-0.3149512110323613,-0.6089248246483422,-0.5921934309804558,0.213331418820814,0.27539489222669244,0.4637157056767011,0.42463134830899973,0.5093764479386942,0.07722583949890331,-0.05151808355954668,0.5891274404908877,0.7584724877186129,0.2903940233530993,0.8528810771955022,0.8386193232977041,0.6853308136668474,0.7950850034717648,0.6720780039652887,0.33622162740631556,0.7639974200911177,0.5508554321935063,0.6168140932992657,0.6905337434215243,0.12993554494181617,0.8951815555348903,0.4367370129613667,0.2971694088070416,0.11217531412264044,0.31061878756881894,0.09800080975426001,0.13725171728267008,0.8423374690091153,0.5398311525849928,0.4491128771049118
4,0.5418901340947108,0.45703527324255083,0.2670913634090218,0.8260053567433648,0.7959818477435804,0.6223955118431361,0.13741719324628612,0.2800670340851475,0.8809055804030563,0.855734101841939,0.564578690702257,0.4213039548291418,0.3668006541103314,-0.33488781513686766,-0.20046441761804165,0.8807965101470219,0.4637315732500623,0.30016956249683024,0.11484088006891646,-0.5414225137855314,-0.4194829198761185,0.23501035163649336,0.03748179292789416,-0.02809733963320885,-0.6620432585937809,-0.5679627452309021,0.9301353417704528,0.7527963938857133,0.3090673989492072,0.4340543940613109,0.7706636437401959,0.47260984395805544,0.5631186363625982,0.6851745825732634,0.7450855823986123,0.8966057263446865
5,0.13930701028358056,0.037404838463247186,-0.03437111129457681,0.012090378365659422,0.05299971330194976,0.07628114222310053,-0.07400597122337083,0.06243542843172994,0.5224551473190695,0.8208105592532766,-0.005989218295268902,-0.22414429662802202,-0.1804716119955009,-0.04769148858851911,-0.04542769790913066,0.3562004463322974,0.6917172252301649,0.5547424995652815,0.31902877238245925,0.5349077764195254,0.6546805196608747,-0.21816654971646407,-0.3719502018886486,-0.3180332829502627,-0.3258006268324904,-0.3178680026614886,0.9455606355957862,0.8243046658534257,0.9260473384048264,0.9470106533991336,0.8468547790543596,0.8832982715964378,0.907556581045433,0.8354353265950961,0.7596689977790175,0.8847852205836599
6,0.6234455013022113,-0.17766116594380857,-0.14456087764760192,0.6123318643795911,0.7612054047760505,0.4882776380051693,0.22197256512359795,-0.07372671922917094,-0.38178827347578576,0.5192347832991339,0.8657729969937503,0.5707196698416098,0.8880222150746893,0.5770149153700921,-0.6381409768687687,-0.05053486417019722,-0.5070940888039337,-0.17149690271575946,-0.48213679121930325,-0.18980348410823145,0.6926457608949271,0.3984530745293209,0.0634698140349819,0.5235427636317366,0.6536324840498328,-0.415920163015608,0.5751934338390999,0.9057224028414127,0.5077158827098309,-0.7244790649404299,0.3493310515542896,0.3873420889820608,-0.05462550251944591,0.5664128495629285,-0.7720635170339163,-0.25055178147158286
7,0.601133418424505,0.6998669384345855,0.2144172463662985,0.8920533351701253,0.8170226068629806,-0.48826035914911814,-0.8094668211723233,0.8085586376469194,0.42366618794571376,0.5198184098365745,0.6822124678048129,0.7457167682206076,-0.5035030333250086,-0.4874180921098448,0.7522559656303571,0.14018488979558164,0.7116680174627601,0.6796472444113586,-0.16509696471993238,-0.6028139821491142,0.8493422734360576,0.15899507523658146,0.20062183545295764,0.05235856425691762,-0.1902965690249806,0.21883360969828422,0.9623651788954047,-0.5080230336555155,-0.6616842917439676,0.8672882869239675,-0.4682601179170925,-0.5892979925052135,0.8684108183796938,0.5841354047419061,-0.45843731872657284,-0.6644966817714957
8,-0.2705533799874058,-0.386836004029502,-0.41026548816935976,-0.4688435790987693,-0.60592670543502,-0.4423796544061245,-0.2114672181476604,-0.26290919162239984,0.7183972338683332,0.7716560139980906,0.8809568100667573,0.7751143230008006,0.8320458748865781,0.9781822107810262,0.5450207225031629,0.7204706769047566,0.8313666783907766,0.7836686439758462,0.8117604398681113,0.7431282423496777,0.5143546192999726,0.6967239167432074,0.77224390511463,0.8535789804186105,0.7798751692614613,0.8096118133777723,0.914443690699668,0.791782483747151,0.8672687348236324,0.4827480405421786,0.7951564627271667,0.7651009283759548,0.6134117141183234,0.8371380747324836,0.6401431716403887,0.5890514998212869
9,0.22363707481936007,0.484895299930451,0.45397263014918443,0.15503222659181767,0.7359566865891471,0.3949727406109646,0.5739429809277422,-0.2176260041498124,0.474750548988103,0.6636102511064282,0.24952033719835265,0.41619180895179825,0.30125503897087164,0.5284733760796178,0.5955215535779893,0.9102672843727923,-0.42774822337386453,0.3524474961368478,-0.22873539162846046,0.18369808628400225,-0.24230504255189306,-0.3723753942051935,0.34408585714845025,-0.18276171609967715,0.32342632200830357,-0.10099826604459544,0.5666463638604683,0.8715293476649506,0.45479209078291016,0.6734842591598007,0.6899547090542066,0.7126498231892948,0.246329674442276,0.6596531150906497,0.5035861001923464,0.3335661473660614
